entry_time,entry_price,exit_time,exit_price,pnl_abs,pnl_pct,reason
2023-02-27 09:00:00+00:00,167.05,2023-04-04 17:00:00+00:00,214.89,28638.132295719814,0.28638132295719815,signal
2023-04-07 17:00:00+00:00,215.99,2023-05-03 15:00:00+00:00,238.0,13108.594341538002,0.10190286587342007,signal
2023-05-15 18:00:00+00:00,230.85,2023-05-23 08:00:00+00:00,230.4,-276.3094086496276,-0.0019493177387914385,signal
2023-05-23 15:00:00+00:00,236.01,2023-05-30 20:00:00+00:00,244.65,5179.036502076953,0.036608618278886694,signal
2023-06-08 11:00:00+00:00,242.7,2023-06-09 20:00:00+00:00,240.4,-1389.7558449961944,-0.009476720230737552,signal
2023-06-13 08:00:00+00:00,243.86,2023-06-19 08:00:00+00:00,242.86,-595.668407634279,-0.004100713524153381,signal
2023-06-27 18:00:00+00:00,241.23,2023-07-01 11:00:00+00:00,238.66,-1541.2119378128846,-0.010653732951954613,signal
2023-07-03 10:00:00+00:00,241.08,2023-07-14 07:00:00+00:00,244.96,2303.453343521367,0.01609424257507861,signal
2023-07-15 08:00:00+00:00,248.13,2023-07-17 09:00:00+00:00,245.47,-1558.9968184049067,-0.01072018699875064,signal
2023-07-19 07:00:00+00:00,247.32,2023-07-19 11:00:00+00:00,246.0,-767.8505651231972,-0.005337214944201738,signal
2023-08-06 13:00:00+00:00,268.1,2023-08-06 14:00:00+00:00,263.84,-2273.791660242481,-0.015889593435285548,signal
2023-08-10 11:00:00+00:00,266.72,2023-08-14 16:00:00+00:00,261.15,-2940.9072036171565,-0.020883323335333184,signal
2023-08-19 10:00:00+00:00,263.33,2023-08-23 11:00:00+00:00,258.26,-2654.7508977572725,-0.01925340827099075,signal
2023-08-25 17:00:00+00:00,260.82,2023-09-02 15:00:00+00:00,263.3,1285.8305914875236,0.009508473276589302,signal
2023-09-03 09:00:00+00:00,266.09,2023-09-03 10:00:00+00:00,262.86,-1657.1312262251158,-0.01213875004697658,signal
2023-09-04 08:00:00+00:00,266.59,2023-09-06 07:00:00+00:00,263.25,-1689.5906379344815,-0.012528601973067046,signal
